brand,perfume,type,category,target_audience,longevity
Hermès,H24 EDT,EDT,Aromatic Green,Men,Medium
Hermès,H24 Herbes Vives EDP,EDP,Aromatic Fougere,Men,Medium
Hermès,Un Jardin sur le Nil EDT,EDT,Green Fruity,Unisex,Light
Hermès,Un Jardin sur le Toit EDT,EDT,Green Fruity,Unisex,Light
Hermès,Un Jardin Méditerranéen EDT,EDT,Green Fruity,Unisex,Light
Hermès,Un Jardin d'Amalfi EDT,EDT,Green Fruity,Unisex,Light
Hermès,Un Jardin en Méditerranée EDT,EDT,Green Fruity,Unisex,Light
Hermès,Un Jardin sur le Toit EDT,EDT,Green Fruity,Unisex,Light
Hermès,24 Faubourg EDP,EDP,Floriental,Female,Medium
Hermès,24 Faubourg EDT,EDT,Floriental,Female,Light
Hermès,Calèche EDP,EDP,Floriental,Female,Medium
Hermès,Calèche EDT,EDT,Floriental,Female,Light
Hermès,Elixir des Merveilles EDP,EDP,Amber Woody,Female,Medium
Hermès,Elixir des Merveilles Bleue EDP,EDP,Amber Woody,Female,Medium
Hermès,Barénia EDP,EDP,Chypre Fruity,Female,Medium
Hermès,Barénia Eau de Parfum Intense,EDP,Chypre Fruity,Female,Medium
Hermès,Barénia Eau de Parfum,EDP,Chypre Fruity,Female,Medium
Hermès,Hermessence Collection EDP,EDP,Woody Floral,Unisex,Medium
Hermès,Oud Alezan EDP,EDP,Woody Floral,Unisex,Medium
Hermès,Épice Marine EDP,EDP,Woody Floral,Unisex,Medium
Hermès,Ambre Narguilé EDP,EDP,Amber Woody,Unisex,Medium
Hermès,Poivre Samarcande EDP,EDP,Spicy Woody,Unisex,Medium
Hermès,Vanille Galante EDP,EDP,Floriental,Unisex,Medium
Hermès,Brin de Réglisse EDP,EDP,Woody Floral,Unisex,Medium
Tom Ford,Black Orchid EDP,EDP,Oriental Floral,Unisex,Strong
Tom Ford,Black Orchid EDT,EDT,Oriental Floral,Unisex,Medium
Tom Ford,Tobacco Vanille EDP,EDP,Oriental Spicy,Unisex,Strong
Tom Ford,Lost Cherry EDP,EDP,Oriental Fruity,Unisex,Strong
Tom Ford,Velvet Orchid EDP,EDP,Floriental,Female,Medium
Tom Ford,Fucking Fabulous EDP,EDP,Oriental Fougere,Unisex,Strong
Tom Ford,Oud Wood EDP,EDP,Woody Oriental,Unisex,Strong
Tom Ford,Noir de Noir EDP,EDP,Oriental Floral,Unisex,Medium
Tom Ford,White Patchouli EDP,EDP,Chypre Floral,Female,Medium
Tom Ford,Black Orchid Parfum,Parfum,Oriental Floral,Unisex,Very Strong
Tom Ford,Neroli Portofino EDT,EDT,Citrus Aromatic,Unisex,Light
Tom Ford,Private Blend Oud Fleur EDP,EDP,Woody Floral,Unisex,Strong
Tom Ford,Fuckin’ Fabulous EDP,EDP,Oriental Spicy,Unisex,Strong
Parfums de Marly,Delina EDP,EDP,Floriental,Female,Strong
Parfums de Marly,Delina Exclusif EDP,EDP,Amber Floral,Female,Strong
Parfums de Marly,Delina La Rosée EDP,EDP,Floriental,Female,Medium
Parfums de Marly,Valaya EDP,EDP,Floral Musky Woody,Female,Strong
Parfums de Marly,Valaya Exclusif EDP,EDP,Floral Musky Woody,Female,Strong
Parfums de Marly,Castley EDP,EDP,Woody Floral,Female,Strong
Parfums de Marly,Palatine EDP,EDP,Woody Fruity,Female,Medium
Parfums de Marly,Althaïr EDP,EDP,Woody Floral,Unisex,Strong
Parfums de Marly,Haltane EDP,EDP,Woody Spicy,Unisex,Strong
Parfums de Marly,Layton EDP,EDP,Amber Spicy,Unisex,Strong
Parfums de Marly,Layton Exclusif EDP,EDP,Amber Spicy,Unisex,Strong
Parfums de Marly,Greenley EDP,EDP,Fruity Woody,Unisex,Medium
Parfums de Marly,Perseus EDP,EDP,Aromatic Woody,Unisex,Strong
Parfums de Marly,Godolphin EDP,EDP,Woody Leather Chypre,Unisex,Strong
Parfums de Marly,Darley EDP,EDP,Amber Fougère,Unisex,Strong
Parfums de Marly,Habdan EDP,EDP,Woody Floral,Unisex,Strong
Parfums de Marly,Oajan EDP,EDP,Amber Spicy,Unisex,Strong
Giorgio Armani,Stronger With You EDT,EDT,Oriental Fougere,Men,Medium
Giorgio Armani,Stronger With You Intensely EDP,EDP,Oriental Spicy,Men,Strong
Giorgio Armani,Stronger With You Absolutely EDP,EDP,Amber Woody,Men,Strong
Giorgio Armani,Stronger With You Leather EDP,EDP,Leather,Men,Strong
Giorgio Armani,Stronger With You Oud EDP,EDP,Woody Oriental,Men,Strong
Giorgio Armani,Stronger With You Only EDP,EDP,Floriental,Men,Medium
Giorgio Armani,Stronger With You Freeze EDP,EDP,Aromatic Aquatic,Men,Medium
Giorgio Armani,Stronger With You Amber EDP,EDP,Amber Spicy,Men,Strong
Giorgio Armani,Stronger With You Parfum,Parfum,Amber Spicy,Men,Strong
Giorgio Armani,Stronger With You Tobacco EDP,EDP,Amber Spicy,Men,Strong
Giorgio Armani,Because It's You EDP,EDP,Floriental,Female,Medium
Giorgio Armani,Because It's You Intensely EDP,EDP,Floriental Fruity,Female,Strong
Giorgio Armani,Armani Code EDT,EDT,Oriental Spicy,Men,Medium
Giorgio Armani,Armani Code Profumo EDP,EDP,Oriental Spicy,Men,Strong
Giorgio Armani,Armani Code Absolu EDP,EDP,Oriental Spicy,Men,Strong
Giorgio Armani,Armani Code Parfum,Parfum,Oriental Spicy,Men,Strong
Giorgio Armani,Acqua di Giò EDT,EDT,Aquatic Aromatic,Men,Medium
Giorgio Armani,Acqua di Giò Profondo EDP,EDP,Aquatic Aromatic,Men,Strong
Giorgio Armani,Acqua di Giò Absolu EDP,EDP,Woody Aquatic,Men,Strong
Giorgio Armani,Acqua di Giò Elixir EDP,EDP,Aquatic Aromatic,Men,Strong
Giorgio Armani,Si EDP,EDP,Chypre Fruity,Female,Strong
Giorgio Armani,Si Passione EDP,EDP,Floriental Fruity,Female,Strong
Giorgio Armani,Si Fiori EDP,EDP,Floriental Fruity,Female,Medium
Giorgio Armani,Si Intense EDP,EDP,Chypre Fruity,Female,Strong
Giorgio Armani,My Way EDP,EDP,Floriental,Female,Medium
Giorgio Armani,My Way Intense EDP,EDP,Floriental,Female,Strong
Giorgio Armani,My Way Parfum,Parfum,Floriental,Female,Strong
Giorgio Armani,My Way Nectar EDP,EDP,Floriental,Female,Strong
Giorgio Armani,Acqua di Giòia EDP,EDP,Aquatic Floral,Female,Medium
Giorgio Armani,Acqua di Giòia Essenza EDP,EDP,Aquatic Floral,Female,Strong
Valentino,Donna Born in Roma EDP,EDP,Floral Woody,Female,Medium
Valentino,Donna Born in Roma Intense EDP,EDP,Amber Floral,Female,Strong
Valentino,Donna Born in Roma Coral Fantasy EDP,EDP,Fruity Floral,Female,Medium
Valentino,Donna Born in Roma Green Stravaganza EDP,EDP,Green Floral,Female,Medium
Valentino,Valentina EDP,EDP,Floriental,Female,Medium
Valentino,Valentina Assoluto EDP,EDP,Floriental,Female,Strong
Valentino,Valentina Pink EDP,EDP,Floral Fruity,Female,Medium
Valentino,Valentina Oud Mystique EDP,EDP,Woody Oriental,Female,Strong
Valentino,Valentino Uomo EDT,EDT,Woody Spicy,Men,Medium
Valentino,Valentino Uomo Intense EDP,EDP,Woody Spicy,Men,Strong
Valentino,Valentino Uomo Noir Absolu EDP,EDP,Woody Aromatic,Men,Strong
Valentino,Valentino Uomo Born in Roma EDP,EDP,Amber Woody,Men,Strong
Louis Vuitton,Imagination,EDP,Woody Aromatic,Unisex,Strong
Louis Vuitton,L'Immensité,EDP,Aromatic Fougere,Men,Strong
Louis Vuitton,Afternoon Swim,EDP,Citrus Aromatic,Unisex,Medium
Louis Vuitton,Attrape-Rêves,EDP,Floriental,Female,Medium
Louis Vuitton,Heures d'Absence,EDP,Floriental,Female,Medium
Louis Vuitton,Le Jour Se Lève,EDP,Floriental,Female,Medium
Louis Vuitton,Rose des Vents,EDP,Floriental,Female,Medium
Louis Vuitton,Cœur Battant,EDP,Floriental,Female,Medium
Louis Vuitton,Matière Noire,EDP,Woody Floral,Unisex,Strong
Louis Vuitton,Spell on You,EDP,Floriental,Female,Medium
Louis Vuitton,Pacific Chill,EDP,Citrus Aromatic,Unisex,Medium
Louis Vuitton,California Dream,EDP,Citrus Aromatic,Unisex,Medium
Louis Vuitton,City of Stars,EDP,Citrus Aromatic,Unisex,Medium
Louis Vuitton,Apogée,EDP,Floriental,Female,Medium
Louis Vuitton,Au Hasard,EDP,Woody Spicy,Unisex,Strong
Louis Vuitton,Cactus Garden,EDP,Aromatic,Unisex,Medium
Louis Vuitton,Contre Moi,EDP,Floriental,Female,Medium
Louis Vuitton,On the Beach,EDP,Citrus Aromatic,Unisex,Medium
Louis Vuitton,Les Sables Roses,EDP,Floriental,Unisex,Medium
Louis Vuitton,Ombre Nomade,EDP,Oud,Unisex,Strong
Louis Vuitton,Symphony,Extrait,Floriental,Unisex,Strong
Louis Vuitton,Dancing Blossom,Extrait,Floriental,Unisex,Strong
Louis Vuitton,Myriad,Extrait,Floriental,Unisex,Strong
Louis Vuitton,Rhapsody,Extrait,Floriental,Unisex,Strong
Prada,Paradoxe Eau de Parfum,EDP,Floriental,Female,Medium
Prada,Paradoxe Intense Eau de Parfum,EDP,Amber Floral,Female,Strong
Prada,Paradoxe Virtual Flower Eau de Parfum,EDP,Floral Fruity,Female,Medium
Prada,Paradoxe Radical Essence Parfum,Parfum,Amber Woody,Female,Strong
Prada,Luna Rossa Eau de Parfum,EDP,Aromatic Fougere,Men,Medium
Prada,Luna Rossa Ocean Eau de Parfum,EDP,Aquatic Aromatic,Men,Medium
Prada,Luna Rossa Carbon Eau de Parfum,EDP,Woody Aromatic,Men,Medium
Prada,Luna Rossa Extreme Eau de Parfum,EDP,Woody Spicy,Men,Strong
Prada,Luna Rossa Sport Eau de Parfum,EDP,Aromatic Aquatic,Men,Medium
Prada,Luna Rossa Black Eau de Parfum,EDP,Woody Aromatic,Men,Strong
Prada,Luna Rossa Ocean Eau de Toilette,EDT,Aquatic Aromatic,Men,Light
Prada,Les Infusions de Mandarine Eau de Parfum,EDP,Citrus Aromatic,Unisex,Medium
Prada,Les Infusions de Vetiver Eau de Parfum,EDP,Woody Aromatic,Unisex,Medium
Prada,Les Infusions de Iris Eau de Parfum,EDP,Floriental,Unisex,Medium
Prada,Les Infusions de Rose Eau de Parfum,EDP,Floriental,Unisex,Medium
Prada,Les Infusions de Vanille Eau de Parfum,EDP,Amber Vanilla,Unisex,Medium
Prada,Les Infusions de Cèdre Eau de Parfum,EDP,Woody Spicy,Unisex,Medium
Prada,Les Infusions de Gingembre Eau de Parfum,EDP,Citrus Aromatic,Unisex,Medium
Prada,Les Infusions de Rhubarbe Eau de Parfum,EDP,Floral Fruity,Unisex,Medium
Prada,Les Infusions de Figue Eau de Parfum,EDP,Woody Fruity,Unisex,Medium
Prada,Prada Candy Eau de Parfum,EDP,Gourmand,Female,Medium
Prada,Prada Candy Night Eau de Parfum,EDP,Gourmand,Female,Medium
Prada,Prada Candy Florale Eau de Parfum,EDP,Gourmand Floral,Female,Medium
Prada,Prada Candy Kiss Eau de Parfum,EDP,Gourmand Floral,Female,Medium
Prada,Prada Candy Gloss Eau de Parfum,EDP,Gourmand Fruity,Female,Medium
Prada,Prada Candy L'Eau Eau de Parfum,EDP,Gourmand Floral,Female,Medium
Prada,Prada Candy Sugar Pop Eau de Parfum,EDP,Gourmand Fruity,Female,Medium
Victoria's Secret,Tease Eau de Parfum,EDP,Floriental,Female,Medium
Victoria's Secret,Tease Rebel Eau de Parfum,EDP,Floriental,Female,Medium
Victoria's Secret,Love Spell Eau de Toilette,EDT,Floral Fruity,Female,Light
Victoria's Secret,Very Sexy Eau de Parfum,EDP,Oriental Floral,Female,Medium
Victoria's Secret,Very Sexy Now Eau de Parfum,EDP,Floriental,Female,Medium
Victoria's Secret,Bombshell Eau de Parfum,EDP,Floriental Fruity,Female,Medium
Victoria's Secret,Bombshell Intense Eau de Parfum,EDP,Floriental Fruity,Female,Medium
Victoria's Secret,Heavenly Eau de Parfum,EDP,Floriental,Female,Medium
Victoria's Secret,Scandalous Eau de Parfum,EDP,Amber Floral,Female,Medium
Victoria's Secret,Victoria Eau de Parfum,EDP,Floriental,Female,Medium
Victoria's Secret,Love Eau de Parfum,EDP,Floriental Fruity,Female,Medium
Victoria's Secret,Angelic Eau de Parfum,EDP,Floriental,Female,Medium
Victoria's Secret,Very Sexy Angel Eau de Parfum,EDP,Floriental,Female,Medium
Victoria's Secret,Love Addict Eau de Parfum,EDP,Floriental Fruity,Female,Medium
Victoria's Secret,Velvet Petals Eau de Parfum,EDP,Floriental,Female,Medium
Victoria's Secret,Secret Charm Eau de Parfum,EDP,Floriental Fruity,Female,Medium
Victoria's Secret,Love Me Eau de Parfum,EDP,Floriental,Female,Medium
Victoria's Secret,Fantasy Eau de Parfum,EDP,Floriental Fruity,Female,Medium
Victoria's Secret,Midnight Fantasy Eau de Parfum,EDP,Floriental Fruity,Female,Medium
Victoria's Secret,Love by Victoria Eau de Parfum,EDP,Floriental Fruity,Female,Medium
Victoria's Secret,Bombshell Seduction Eau de Parfum,EDP,Floriental Fruity,Female,Medium
Victoria's Secret,Very Sexy Now Eau de Parfum,EDP,Floriental,Female,Medium
Victoria's Secret,Tease Rebel Eau de Parfum,EDP,Floriental,Female,Medium
Victoria's Secret,Love Spell Eau de Parfum,EDP,Floriental Fruity,Female,Medium
Guerlain,Shalimar Eau de Parfum,EDP,Oriental,Female,Strong
Guerlain,Shalimar Souffle de Parfum,EDP,Floriental,Female,Medium
Guerlain,Shalimar Parfum Initial Eau de Parfum,EDP,Floriental,Female,Medium
Guerlain,Shalimar Cologne,EDT,Citrus,Female,Light
Guerlain,Mon Guerlain Eau de Parfum,EDP,Amber Floral,Female,Medium
Guerlain,Mon Guerlain Bloom of Rose Eau de Parfum,EDP,Floriental,Female,Medium
Guerlain,Mon Guerlain Intense Eau de Parfum,EDP,Amber Floral,Female,Medium
Guerlain,La Petite Robe Noire Eau de Parfum,EDP,Floriental Fruity,Female,Medium
Guerlain,La Petite Robe Noire Intense Eau de Parfum,EDP,Floriental Fruity,Female,Medium
Guerlain,La Petite Robe Noire Black Perfecto Eau de Parfum,EDP,Floriental,Female,Medium
Guerlain,L'Instant de Guerlain Eau de Parfum,EDP,Floriental,Female,Medium
Guerlain,L'Instant de Guerlain Eau de Toilette,EDT,Floriental,Female,Light
Guerlain,Idylle Eau de Parfum,EDP,Floriental,Female,Medium
Guerlain,Idylle Eau de Toilette,EDT,Floriental,Female,Light
Diptyque,Philosykos Eau de Toilette,EDT,Woody Fruity,Unisex,Medium
Diptyque,Do Son Eau de Toilette,EDT,Floral,Unisex,Medium
Diptyque,L'Ombre dans l'Eau Eau de Toilette,EDT,Floral Fruity,Unisex,Medium
Diptyque,Tubéreuse Eau de Toilette,EDT,Floral,Unisex,Medium
Diptyque,Eau Rose Eau de Toilette,EDT,Floral,Unisex,Medium
Diptyque,Fleur de Peau Eau de Parfum,EDP,Floriental,Unisex,Medium
Diptyque,Volutes Eau de Parfum,EDP,Oriental,Unisex,Medium
Diptyque,Santé Eau de Toilette,EDT,Citrus Aromatic,Unisex,Light
Diptyque,Oud Palao Eau de Parfum,EDP,Oud Floral,Unisex,Strong
Diptyque,Do Son Eau de Parfum,EDP,Floral,Unisex,Medium
Jo Malone,English Pear & Freesia Cologne,Cologne,Floral Fruity,Unisex,Medium
Jo Malone,Peony & Blush Suede Cologne,Cologne,Floral,Female,Medium
Jo Malone,Lime Basil & Mandarin Cologne,Cologne,Citrus Aromatic,Unisex,Medium
Jo Malone,Wood Sage & Sea Salt Cologne,Cologne,Woody Aromatic,Unisex,Medium
Jo Malone,Pomegranate Noir Cologne,Cologne,Oriental Fruity,Female,Medium
Jo Malone,Nectarine Blossom & Honey Cologne,Cologne,Floral Fruity,Female,Medium
Jo Malone,Red Roses Cologne,Cologne,Floral,Female,Medium
Jo Malone,Amber & Lavender Cologne,Cologne,Amber Floral,Unisex,Medium
Jo Malone,Peony & Blush Suede Cologne,Cologne,Floral,Female,Medium
Jo Malone,Wild Bluebell Cologne,Cologne,Floral,Female,Medium
Jo Malone,English Oak & Redcurrant Cologne,Cologne,Woody Fruity,Unisex,Medium
Ralph Lauren,Ralph Eau de Parfum,EDP,Floriental,Female,Medium
Ralph Lauren,Ralph Eau de Toilette,EDT,Floriental,Female,Medium
Ralph Lauren,Romance Eau de Parfum,EDP,Floriental,Female,Medium
Ralph Lauren,Romance Eau de Toilette,EDT,Floriental,Female,Medium
Ralph Lauren,Notorious Eau de Parfum,EDP,Floriental,Female,Medium
Ralph Lauren,Blue Eau de Toilette,EDT,Aromatic Fougere,Men,Medium
Ralph Lauren,Polo Black Eau de Parfum,EDP,Woody Aromatic,Men,Medium
Ralph Lauren,Polo Red Eau de Parfum,EDP,Woody Spicy,Men,Medium
Ralph Lauren,Polo Blue Eau de Parfum,EDP,Aromatic Fougere,Men,Medium
Ralph Lauren,Polo Green Eau de Parfum,EDP,Woody Aromatic,Men,Medium
Ralph Lauren,Polo Eau de Toilette,EDT,Woody Aromatic,Men,Medium
Lattafa,Abaan,EDP,Unknown,Unisex,Medium
Lattafa,Adeeb,EDP,Unknown,Unisex,Medium
Lattafa,Afeef,EDP,Unknown,Unisex,Medium
Lattafa,Afkaar,EDP,Unknown,Unisex,Medium
Lattafa,Al Awsaaf,EDP,Unknown,Unisex,Medium
Lattafa,Al Azal,EDP,Unknown,Men,Medium
Lattafa,Al Dur Al Maknoon Gold,EDP,Unknown,Unisex,Strong
Lattafa,Al Dur Al Maknoon Silver,EDP,Unknown,Unisex,Strong
Lattafa,Qaeed Al Fursan,EDP,Oriental Woody,Unisex,Strong
Lattafa,Al Muarikh The Historian,EDP,Unknown,Unisex,Medium
Lattafa,Al Najris,EDP,Unknown,Unisex,Medium
Lattafa,Ameer Al Oudh,EDP,Unknown,Unisex,Strong
Lattafa,Ameer Al Oudh Intense Oud,EDP,Unknown,Unisex,Strong
Lattafa,Amwaaj Al Oud,EDP,Unknown,Unisex,Medium
Lattafa,Anfas Oud,EDP,Unknown,Unisex,Medium
Lattafa,Angham,EDP,Unknown,Unisex,Strong
Lattafa,Atheeri,EDP,Unknown,Female,Medium
Lattafa,Atlas,EDP,Unknown,Unisex,Medium
Lattafa,Aura,EDP,Unknown,Unisex,Medium
Lattafa,Awraq Al Oud,EDP,Unknown,Unisex,Strong
Lattafa,Asad,EDP,Unknown,Unisex,Strong
Lattafa,Asad Bourbon,EDP,Unknown,Unisex,Medium
Lattafa,Bade'e Al Oud Honor & Glory,EDP,Unknown,Unisex,Strong
Lattafa,Bade'e Al Oud Sublime,EDP,Unknown,Unisex,Strong
Lattafa,Eclaire,EDP,Floral Fruity Gourmand,Women,Strong
Lattafa,Fakhar,EDP,Unknown,Unisex,Medium
Lattafa,Fakhar Black,EDP,Unknown,Unisex,Medium
Lattafa,Khamrah,EDP,Unknown,Unisex,Strong
Lattafa,Khamrah Qahwa,EDP,Unknown,Unisex,Strong
Lattafa,Khamrah Dukhan,EDP,Unknown,Unisex,Strong
Lattafa,Liam,EDP,Unknown,Unisex,Strong
Lattafa,Nebras,EDP,Unknown,Unisex,Medium
Lattafa,Raghba,EDP,Unknown,Unisex,Strong
Lattafa,Dynasty,EDP,Woody Spicy,Unisex,Medium
Lattafa,Victoria,EDP,Unknown,Unisex,Medium
Lattafa,The Kingdom (Women),EDP,Floral Fruity Gourmand,Women,Medium
Maison Alhambra,Bright Peach,EDP,Fruity Floral,Unisex,Strong
Maison Alhambra,Woody Oud,EDP,Woody Spicy,Unisex,Medium
Maison Alhambra,Lovely Cherie,EDP,Cherry Gourmand,Unisex,Medium
Maison Alhambra,Toscano Leather,EDP,Leather,Unisex,Light
Maison Alhambra,Yeah,EDP,Fresh Aromatic,Unisex,Light
Maison Alhambra,Tobacco Touch,EDP,Amber Tobacco,Unisex,Medium
Maison Alhambra,Jorge di Profumo,EDP,Aquatic Aromatic,Unisex,Light
Maison Alhambra,Porto Neroli,EDP,Citrus Aromatic,Unisex,Medium
Maison Alhambra,Intense Peach,EDP,Fruity Floral,Unisex,Medium
Maison Alhambra,Sceptre Bronzite,EDP,Unknown,Unisex,Medium
Maison Alhambra,Kismet Angel,EDP,Unknown,Unisex,Medium
Maison Alhambra,Tabac,EDP,Tabac Accord,Unisex,Medium
Maison Alhambra,Signatures No. III,EDP,Unknown,Unisex,Medium
Maison Alhambra,Zaffiro Crafted Oud,EDP,Unknown,Unisex,Strong
Maison Alhambra,Amber & Leather,EDP,Amber Leather,Unisex,Strong
Maison Alhambra,Salvo Elixir,EDP,Unknown,Unisex,Strong
Maison Alhambra,Perseus,EDP,Unknown,Unisex,Strong
Maison Alhambra,Black Origami,EDP,Floral Chocolate,Unisex,Medium
Maison Alhambra,Floral Ambrosia,EDP,Floriental,Unisex,Medium
Maison Alhambra,Kingsman,EDP,Woody Aromatic,Unisex,Medium
Maison Alhambra,Rose Oud,EDP,Amber Floral,Unisex,Medium
Maison Alhambra,Karat,EDP,Gourmand,Unisex,Medium
Maison Alhambra,Opera Noir,EDP,Oriental Floral,Unisex,Medium
Maison Alhambra,Amberley Ombre Blue,EDP,Patchouli Fig,Unisex,Strong
Maison Alhambra,Amberley Pur Oud,EDP,Woody Oud,Unisex,Strong
Ajmal,Evoke For Him,EDP,Aromatic,Men,Strong
Ajmal,Blu,EDP,Floral Aquatic,Men,Medium
Ajmal,Amber Wood,EDP,Woody Amber,Unisex,Medium
Ajmal,Wisal Layel,EDP,Fruity Floral Woody,Unisex,Strong
Ajmal,Amber Musc,EDP,Amber Musk,Unisex,Strong
Ajmal,Patchouli Wood,EDP,Woody Spicy,Unisex,Medium
Ajmal,Moshriqa,EDP,Floral Spicy Oriental,Unisex,Strong
Ajmal,Musk Rose,Alcohol-free,Floral Musk,Unisex,Strong
Ajmal,Oudh Mukhallat,Attar,Oudh Blend,Unisex,Strong
Ajmal,Dahn Al Oudh Zayeed,Concentrate,Rich Oudh,Unisex,Strong
Ajmal,Majmua,Concentrate,Floral Amber Woody,Unisex,Strong
Ajmal,1001 Nights,EDP,Woody Spicy,Unisex,Medium
Ajmal,Kuro,EDP,Fresh Spicy,Unisex,Light
Ajmal,Silver Shade,EDP,Floral Powdery,Unisex,Light
Ajmal,Wisal Dhahab,EDP,Floral Oriental,Unisex,Strong
Ajmal,Bombay Dreams,EDP,Floral,Women,Medium
Ajmal,Artisan Fleur Silk,EDP,Floral,Women,Medium
Ajmal,Amber Musc Noir (Amber Musk EDP),EDP,Amber Musk,Unisex,Strong
Ajmal,Ambre Pimente,EDP,Spicy Amber,Men,Strong
Ajmal,Sacred Love,EDP,Citrus Floral,Women,Light
Ajmal,Bling (Women),EDP,Floral,Women,Medium
Ajmal,Amaze,EDP,Fresh Aromatic,Men,Medium
Ajmal,Song Of Oud,EDP,Woody Oud,Unisex,Strong
Ajmal,Amber Wood Noir,EDP,Woody Musky,Unisex,Strong
Ajmal,Silent Storm,EDP,Citrus Amber,Unisex,Medium
Ajmal,Zeal,EDP,Fresh Spicy,Unisex,Medium
Ajmal,Mukhalat Al Raki,Oil,Floral Woody Musky,Unisex,Strong
Ajmal,Colaba Mukhalat,Oil,Floral Ambery,Unisex,Strong
Ajmal,Vanilla Amber Oil,Oil,Gourmand Vanilla,Unisex,Strong
Brand,Perfume,Type,Category,Target Audience,Longevity
Zimaya,Amber Is Great,EDP,Fruity Amber,Unisex,Medium
Zimaya,Yaa Umree,EDP,Creamy Floral,Women,Medium
Zimaya,Mazaaj Infused,EDP,Spicy Gourmand,Men,Strong
Zimaya,Hawwa Pink,EDP,Fruity Floral,Women,Strong
Zimaya,Hawwa Red,EDP,Fruity Floral,Women,Medium
Zimaya,Itqan Noir,EDP,Spicy Woody,Unisex,Strong
Zimaya,Stallion,EDP,Fresh,Unisex,Medium
Montblanc,Legend EDT,EDT,Aromatic Fougere,Men,Medium
Montblanc,Legend EDP,EDP,Aromatic Fougere,Men,Strong
Montblanc,Legend Spirit,EDP,Woody Aromatic,Men,Medium
Montblanc,Legend Blue,EDP,Fresh Aquatic,Men,Medium
Montblanc,Legend Red,EDP,Woody Fruity,Men,Medium
Montblanc,Legend Night,EDP,Woody Aromatic,Men,Medium
Montblanc,Explorer,EDP,Woody Aromatic,Men,Medium
Montblanc,Signature,EDP,Floral Musk,Women,Light
Montblanc,Signature Absolue,EDP,Tropical Floral,Women,Strong
Mancera,Instant Crush,EDP,Amber Floral,Unisex,Strong
Mancera,Cedrat Boise,EDP,Citrus Aromatic,Unisex,Strong
Mancera,Red Tobacco,EDP,Tobacco Spicy,Unisex,Strong
Mancera,Black Vanilla,EDP,Spicy Amber,Unisex,Strong
Mancera,Feminity,EDP,Floral Powdery,Women,Medium
Mancera,Pearl,EDP,Fig Floral Musk,Women,Strong
Mancera,Velvet Vanilla,EDP,Floriental,Women,Strong
Mancera,Roses Vanille,EDP,Floriental,Women,Strong
Mancera,Hindu Kush,EDP,Woody,Unisex,Strong
Mancera,Holiday,EDP,Fresh Oriental,Unisex,Medium
Mancera,Aoud Lemon Mint,EDP,Fresh Woody,Unisex,Strong
Mancera,French Riviera,EDP,Citrus Aromatic,Unisex,Strong
Mancera,Wind Wood,EDP,Woody Floral,Men,Strong
Mancera,Roses Greedy,EDP,Floral Gourmand,Women,Medium




